country,region,year,industry,gas_type,emissions_mt
Brazil,South America,2003,Energy,N2O,8.108
Australia,Oceania,2012,Industrial Processes,Hfcs,2.626
Australia,Oceania,2008,Buildings,Hfcs,5.022
India,Asia,2006,Buildings,Ch4,55.412
France,Europe,2007,Energy,Sf6,1.596
United States,North America,2012,Land Use,Hfcs,4.189
Brazil,South America,2008,Buildings,Hfcs,1.43
Mexico,North America,2021,Industrial Processes,Co2,2.868
Australia,Oceania,2005,Industrial Processes,Sf6,1.446
Australia,Oceania,2000,Buildings,Ch4,5.464
China,Asia,2010,Buildings,Ch4,123.526
India,Asia,2009,Waste,Ch4,123.526
Indonesia,Asia,2022,Manufacturing,N2O,11.147
China,Asia,2004,Agriculture,Ch4,123.526
Germany,Europe,2002,Industrial Processes,Ch4,0.821
Japan,Asia,2020,Transport,Ch4,9.285
South Africa,Africa,2000,Energy,N2O,12.281
South Korea,Asia,2019,Buildings,N2O,8.308
United States,North America,2019,Transport,Co2,123.526
Indonesia,Asia,2001,Land Use,N2O,55.895
South Africa,Africa,2004,Transport,Ch4,2.881
Australia,Oceania,2004,Manufacturing,Sf6,2.456
China,Asia,2022,Buildings,Sf6,18.721
Russia,Europe,2015,Agriculture,Sf6,1.961
,Asia,2016,Waste,Ch4,7.128
Australia,Oceania,2019,Land Use,Sf6,0.151
South Korea,Asia,2002,Industrial Processes,N2O,1.267
Canada,North America,2016,Industrial Processes,Ch4,0.655
Indonesia,Asia,2015,Manufacturing,Sf6,4.896
India,Asia,2004,Energy,Co2,123.526
South Korea,Asia,2006,Transport,Hfcs,4.747
France,Europe,2007,Waste,Sf6,0.109
South Korea,Asia,2006,Agriculture,Hfcs,1.384
Australia,Oceania,2023,Energy,N2O,10.79
United Kingdom,Europe,2018,,Sf6,7.128
Canada,North America,2012,Agriculture,Ch4,36.796
Germany,Europe,2020,Industrial Processes,N2O,1.067
Brazil,South America,2019,Agriculture,Hfcs,11.578
Japan,Asia,2010,Transport,Sf6,2.018
India,Asia,2018,Transport,Ch4,48.835
France,Europe,2001,Buildings,Hfcs,11.063
Australia,Oceania,2023,Buildings,Sf6,0.392
France,Europe,2010,Industrial Processes,Ch4,0.187
United Kingdom,Europe,2015,Industrial Processes,N2O,0.3
Brazil,South America,2015,Transport,Co2,115.09
France,Europe,2017,Energy,N2O,3.506
India,Asia,2005,Industrial Processes,Co2,35.855
Indonesia,Asia,2015,Transport,Ch4,6.695
Canada,North America,2016,Agriculture,Co2,7.115
,North America,2011,Manufacturing,Co2,7.128
South Korea,Asia,2003,Industrial Processes,N2O,1.401
Russia,Europe,2020,Industrial Processes,Co2,7.645
South Korea,Asia,2010,Land Use,Ch4,1.462
France,Europe,2001,Manufacturing,Hfcs,1.942
Indonesia,Asia,2013,Waste,Ch4,32.192
Russia,Europe,2018,Buildings,N2O,12.665
Germany,Europe,2016,Industrial Processes,Ch4,0.581
Canada,North America,2015,Land Use,Sf6,0.132
United States,North America,2011,Industrial Processes,Ch4,2.603
China,Asia,2012,Waste,N2O,123.526
Japan,Asia,2011,Industrial Processes,Co2,4.522
Japan,Asia,2021,Buildings,Hfcs,13.73
Japan,Asia,2015,Energy,N2O,21.493
Brazil,South America,2004,Agriculture,Co2,25.995
India,Asia,2010,Manufacturing,Sf6,43.858
Australia,Oceania,2023,Manufacturing,Co2,33.142
Germany,Europe,2013,Waste,Ch4,15.851
South Africa,Africa,2012,Waste,Hfcs,0.256
South Korea,Asia,2000,Energy,Co2,123.526
France,Europe,2015,Land Use,Co2,1.301
China,Asia,2016,Energy,Hfcs,123.526
United States,North America,2014,Manufacturing,Sf6,31.401
United States,North America,2006,Agriculture,Ch4,123.526
,Europe,2003,Buildings,N2O,7.128
Mexico,North America,2019,Land Use,N2O,5.77
Brazil,South America,2008,Waste,Ch4,22.996
Japan,Asia,2020,Manufacturing,Co2,123.526
Mexico,North America,2007,Waste,N2O,4.99
United States,North America,2012,Buildings,Sf6,7.466
United States,North America,2005,Land Use,N2O,38.957
Russia,Europe,2017,Land Use,Co2,16.301
Australia,Oceania,2019,Energy,Hfcs,6.034
Brazil,South America,2015,Energy,Co2,118.9
Indonesia,Asia,2012,Waste,N2O,9.784
Brazil,South America,2023,Industrial Processes,Sf6,1.567
China,Asia,2012,Waste,Ch4,123.526
France,Europe,2005,Energy,Co2,59.773
Australia,Oceania,2008,Agriculture,Ch4,45.399
Australia,Oceania,2009,Buildings,Sf6,0.336
Australia,Oceania,2017,Energy,N2O,10.538
United States,North America,2020,Agriculture,Hfcs,17.627
China,Asia,2006,Land Use,N2O,123.526
Mexico,North America,2020,Transport,N2O,12.873
Russia,Europe,2018,Manufacturing,Hfcs,35.72
India,Asia,2011,Buildings,Ch4,65.953
Canada,North America,2007,Transport,Hfcs,6.942
Mexico,North America,2005,Industrial Processes,Sf6,0.703
,Europe,2019,Land Use,Hfcs,7.128
China,Asia,2018,Waste,Ch4,123.526
South Korea,Asia,2000,Waste,N2O,3.657
Russia,Europe,2017,Transport,Sf6,2.815
United Kingdom,Europe,2017,Waste,Ch4,5.611
South Korea,Asia,2021,Industrial Processes,N2O,1.876
Brazil,South America,2017,Transport,Hfcs,5.368
Japan,Asia,2019,Industrial Processes,Sf6,1.48
France,Europe,2002,Agriculture,Sf6,0.715
United Kingdom,Europe,2021,Transport,N2O,7.353
South Korea,Asia,2022,Agriculture,N2O,13.067
United States,North America,2023,Land Use,N2O,35.979
South Africa,Africa,2013,Waste,Sf6,0.24
China,Asia,2014,Industrial Processes,Sf6,72.201
Germany,Europe,2001,Agriculture,N2O,21.769
Japan,Asia,2018,Buildings,Co2,54.291
United States,North America,2017,Agriculture,N2O,123.526
South Korea,Asia,2010,Waste,Ch4,12.923
United States,North America,2023,Agriculture,Hfcs,16.33
France,Europe,2005,Industrial Processes,Sf6,0.538
Brazil,South America,2018,Buildings,N2O,1.035
Germany,Europe,2013,Energy,N2O,9.618
South Africa,Africa,2019,Agriculture,Sf6,0.726
China,Asia,2009,Manufacturing,Co2,123.526
India,Asia,2001,Transport,Ch4,24.077
Germany,Europe,2002,Industrial Processes,N2O,1.517
Mexico,North America,2007,Transport,Sf6,1.207
Japan,Asia,2022,Manufacturing,Ch4,20.074
United States,North America,2007,Energy,Hfcs,56.649
Indonesia,Asia,2012,Transport,Ch4,6.382
Indonesia,Asia,2005,Energy,Co2,123.526
Australia,Oceania,2005,Land Use,Ch4,2.853
China,Asia,2023,Buildings,Ch4,123.526
South Africa,Africa,2002,Industrial Processes,Sf6,0.729
Russia,Europe,2011,Waste,Ch4,33.553
India,Asia,2018,Manufacturing,N2O,123.526
South Africa,Africa,2019,Buildings,N2O,2.091
Australia,Oceania,2021,Transport,Co2,79.635
,Asia,2013,Transport,Ch4,7.128
Australia,Oceania,2021,Land Use,Ch4,3.271
Brazil,South America,2020,Manufacturing,Hfcs,6.729
India,Asia,2021,Industrial Processes,Sf6,21.374
Germany,Europe,2011,Waste,Ch4,15.317
United Kingdom,Europe,2023,Energy,N2O,3.73
France,Europe,2015,Waste,Sf6,0.1
Canada,North America,2013,Energy,Sf6,4.918
China,Asia,2007,Manufacturing,Hfcs,123.526
Indonesia,Asia,2008,Waste,Hfcs,0.497
Russia,Europe,2023,Buildings,Hfcs,17.788
South Africa,Africa,2023,Land Use,Co2,3.968
South Korea,Asia,2007,Manufacturing,N2O,21.031
India,Asia,2002,Industrial Processes,Co2,32.931
Germany,Europe,2004,Industrial Processes,Sf6,2.241
Australia,Oceania,2021,Land Use,Hfcs,0.671
France,Europe,2013,Industrial Processes,Sf6,0.493
United States,North America,2013,Manufacturing,Sf6,33.427
Russia,Europe,2015,Land Use,N2O,14.401
Australia,Oceania,2006,Manufacturing,Co2,30.998
South Korea,Asia,2017,Energy,N2O,14.026
Canada,North America,2002,Waste,Hfcs,0.305
Canada,North America,2010,Agriculture,Co2,6.885
France,Europe,2003,Manufacturing,N2O,1.982
Australia,Oceania,2006,Industrial Processes,N2O,1.065
Germany,Europe,2006,Transport,Co2,105.404
China,Asia,2006,Energy,N2O,123.526
Indonesia,Asia,2021,Energy,Sf6,9.952
United States,North America,2017,Energy,Sf6,30.241
Canada,North America,2016,Agriculture,Ch4,38.883
Mexico,North America,2010,Energy,Ch4,33.359
Japan,Asia,2019,Land Use,Sf6,0.1
France,Europe,2008,Waste,N2O,1.934
United Kingdom,Europe,2009,Transport,Co2,70.79
Japan,Asia,2010,Land Use,Ch4,0.1
India,Asia,2003,Industrial Processes,Ch4,3.718
Germany,Europe,2006,Buildings,Hfcs,13.167
Canada,North America,2019,Agriculture,Hfcs,2.758
Brazil,South America,2005,Transport,Hfcs,5.601
Indonesia,Asia,2015,,Co2,7.128
France,Europe,2023,Transport,Sf6,0.827
Germany,Europe,2003,Transport,Ch4,7.296
United Kingdom,Europe,2011,Land Use,Sf6,0.1
South Africa,Africa,2019,Industrial Processes,N2O,0.507
South Africa,Africa,2005,Energy,Sf6,4.833
Canada,North America,2000,Land Use,Sf6,0.138
Indonesia,Asia,2004,Transport,Co2,84.283
United Kingdom,Europe,2001,Energy,Sf6,2.408
Mexico,North America,2001,Waste,Ch4,14.79
Germany,Europe,2005,Industrial Processes,Hfcs,3.114
South Korea,Asia,2001,Land Use,Sf6,0.1
India,Asia,2021,Manufacturing,Hfcs,123.526
Germany,Europe,2019,Energy,Hfcs,4.803
Japan,Asia,2003,Agriculture,N2O,12.038
India,Asia,2001,Waste,Co2,40.553
Germany,Europe,2000,Buildings,Ch4,17.101
South Korea,Asia,2002,Agriculture,Sf6,0.326
China,Asia,2008,Transport,Co2,123.526
South Africa,Africa,2005,Transport,Sf6,0.608
Brazil,South America,2015,Land Use,Sf6,2.735
South Africa,Africa,2000,Agriculture,Hfcs,2.547
Germany,Europe,2005,Agriculture,Sf6,0.68
India,Asia,2007,Industrial Processes,N2O,8.458
Japan,Asia,2010,Waste,Sf6,0.324
Germany,Europe,2018,Agriculture,Ch4,28.298
Canada,North America,2018,Agriculture,Sf6,0.726
United States,North America,2007,Waste,Hfcs,1.705
China,Asia,2021,Buildings,Sf6,18.658
Japan,Asia,2003,Buildings,N2O,12.218
India,Asia,2008,Agriculture,Hfcs,38.813
Brazil,South America,2006,Agriculture,Co2,29.698
Canada,North America,2004,Land Use,Ch4,3.165
South Africa,Africa,2002,Buildings,Hfcs,2.884
Canada,North America,2006,Industrial Processes,Hfcs,3.549
China,Asia,2009,Agriculture,Ch4,123.526
United Kingdom,Europe,2020,Manufacturing,Co2,24.148
South Korea,Asia,2006,Buildings,Co2,41.713
China,Asia,2015,Transport,Sf6,27.837
Germany,Europe,2020,Agriculture,Ch4,25.442
Indonesia,Asia,2016,Transport,Ch4,7.537
Mexico,North America,2012,Buildings,Ch4,7.315
South Africa,Africa,2014,Industrial Processes,Ch4,0.249
France,Europe,2009,Agriculture,Ch4,32.508
India,Asia,2011,Energy,Sf6,28.969
South Korea,Asia,2002,Transport,Ch4,5.171
Canada,North America,2010,Waste,Hfcs,0.283
Russia,Europe,2022,Waste,Sf6,0.605
France,Europe,2001,Manufacturing,Co2,13.429
Japan,Asia,2019,Buildings,Ch4,13.995
Australia,Oceania,2008,Energy,Hfcs,5.62
Japan,Asia,2006,Buildings,Co2,71.607
South Africa,Africa,2020,Buildings,N2O,1.965
Mexico,North America,2007,Industrial Processes,Hfcs,1.322
Australia,Oceania,2000,Land Use,Ch4,2.825
China,Asia,2016,Buildings,N2O,123.526
United Kingdom,Europe,2019,Waste,Sf6,0.1
United Kingdom,Europe,2006,Waste,N2O,1.986
India,Asia,2021,Manufacturing,Ch4,123.526
Germany,Europe,2017,Manufacturing,Co2,74.808
Canada,North America,2011,Waste,Sf6,0.289
Australia,Oceania,2019,Waste,Ch4,12.036
Japan,Asia,2019,Agriculture,Hfcs,1.562
Brazil,South America,2009,Manufacturing,Co2,38.724
Germany,Europe,2014,Waste,N2O,4.061
Japan,Asia,2011,Transport,N2O,22.241
United Kingdom,Europe,2012,Energy,Sf6,1.721
Germany,Europe,2003,Buildings,Ch4,16.585
,Asia,2003,Waste,Co2,7.128
India,Asia,2018,Waste,Sf6,3.786
Germany,Europe,2003,Manufacturing,N2O,15.179
China,Asia,2006,Industrial Processes,Sf6,59.634
Indonesia,Asia,2008,Industrial Processes,Hfcs,2.489
Australia,Oceania,2001,Industrial Processes,Hfcs,2.659
Canada,North America,2018,Agriculture,N2O,19.795
Japan,Asia,2009,Industrial Processes,N2O,0.941
Mexico,North America,2012,Transport,Hfcs,5.296
South Africa,Africa,2004,Buildings,Ch4,2.843
Germany,Europe,2007,Industrial Processes,Co2,5.763
United Kingdom,Europe,2005,Manufacturing,Sf6,2.71
Japan,Asia,2002,Energy,Hfcs,13.337
Brazil,South America,2001,Transport,N2O,13.679
Russia,Europe,2023,Transport,Sf6,2.426
Australia,Oceania,2001,Land Use,Hfcs,0.594
Australia,Oceania,2007,,Sf6,7.128
Germany,Europe,2021,Energy,Hfcs,4.741
South Africa,Africa,2018,Waste,Sf6,0.268
Indonesia,Asia,2018,,Co2,7.128
United Kingdom,Europe,2020,Energy,N2O,3.338
Japan,Asia,2019,Land Use,Hfcs,0.1
South Africa,Africa,2000,Manufacturing,Hfcs,7.247
Canada,North America,2004,Manufacturing,N2O,6.767
Germany,Europe,2018,Energy,Hfcs,4.644
South Korea,Asia,2017,Manufacturing,Ch4,22.207
Australia,Oceania,2009,Energy,Sf6,3.908
Australia,Oceania,2012,Waste,Sf6,0.206
United States,North America,2007,Waste,Sf6,1.622
India,Asia,2010,Land Use,Co2,60.535
Australia,Oceania,2002,Waste,Co2,4.019
United States,North America,2010,Buildings,Sf6,7.231
France,Europe,2003,Energy,Co2,66.561
Brazil,South America,2002,Manufacturing,Ch4,6.036
China,Asia,2007,Manufacturing,N2O,123.526
South Korea,Asia,2023,Industrial Processes,Co2,8.646
Mexico,North America,2007,Industrial Processes,Co2,2.483
South Africa,Africa,2010,Land Use,Sf6,0.1
Australia,Oceania,2022,Buildings,Ch4,5.351
India,Asia,2003,Industrial Processes,N2O,7.7
Mexico,North America,2020,Waste,Sf6,0.273
Indonesia,Asia,2002,Agriculture,N2O,43.256
India,Asia,2007,Waste,Sf6,2.586
India,Asia,2023,Energy,N2O,115.337
India,Asia,2015,Manufacturing,N2O,99.516
China,Asia,2004,Land Use,Sf6,4.559
Indonesia,Asia,2013,Manufacturing,Sf6,4.457
Canada,North America,2016,Energy,N2O,12.192
Brazil,South America,2021,Industrial Processes,Ch4,0.589
Canada,North America,2019,Manufacturing,Hfcs,6.505
Germany,Europe,2005,Energy,N2O,10.791
Brazil,South America,2019,Land Use,Hfcs,9.648
Japan,Asia,2017,Waste,Co2,5.566
Canada,North America,2003,Agriculture,Sf6,0.682
Canada,North America,2001,Energy,Ch4,49.394
Japan,Asia,2012,Buildings,Co2,65.115
France,Europe,2016,Land Use,Ch4,0.639
China,Asia,2008,Energy,Co2,123.526
Canada,North America,2010,Manufacturing,Co2,48.136
United States,North America,2010,Agriculture,Ch4,123.526
South Africa,Africa,2020,Industrial Processes,N2O,0.492
India,Asia,2018,Agriculture,Sf6,13.559
United Kingdom,Europe,2014,Energy,Sf6,1.885
Russia,Europe,2012,Industrial Processes,Hfcs,4.629
South Korea,Asia,2021,Agriculture,N2O,13.988
Australia,Oceania,2016,Buildings,Ch4,5.416
France,Europe,2009,Agriculture,Sf6,0.597
United Kingdom,Europe,2016,Manufacturing,Co2,25.177
Indonesia,Asia,2017,Agriculture,N2O,70.904
China,Asia,2023,Transport,Ch4,123.526
China,Asia,2006,Energy,Sf6,70.033
Canada,North America,2018,Waste,Sf6,0.267
South Korea,Asia,2013,Transport,N2O,11.729
China,Asia,2003,Buildings,Hfcs,121.971
Brazil,South America,2005,Buildings,Hfcs,1.216
South Korea,Asia,2011,Land Use,Ch4,1.611
India,Asia,2011,Energy,Hfcs,42.827
South Africa,Africa,2015,Manufacturing,N2O,7.616
China,Asia,2003,Transport,Sf6,16.902
United States,North America,2005,Energy,Ch4,123.526
United Kingdom,Europe,2012,Agriculture,Co2,3.173
South Africa,Africa,2020,Transport,Ch4,2.742
Brazil,South America,2004,Land Use,Hfcs,9.464
China,Asia,2007,Transport,N2O,123.526
France,Europe,2020,Energy,Ch4,12.889
Japan,Asia,2012,Waste,Hfcs,0.331
Australia,Oceania,2001,Energy,,7.128
United States,North America,2005,Agriculture,Co2,52.314
Mexico,North America,2004,Energy,Co2,103.282
Australia,Oceania,2006,Industrial Processes,Ch4,0.507
Canada,North America,2001,Land Use,N2O,5.139
France,Europe,2002,Agriculture,N2O,23.076
United States,North America,2022,Manufacturing,Sf6,29.914
United Kingdom,Europe,2019,Agriculture,Hfcs,1.106
United Kingdom,Europe,2000,Agriculture,Hfcs,1.686
Canada,North America,2001,Buildings,Ch4,13.394
United Kingdom,Europe,2007,Energy,Co2,72.964
Russia,Europe,2006,Energy,Ch4,123.526
South Korea,Asia,2022,Manufacturing,Sf6,11.741
United States,North America,2008,Land Use,Ch4,23.545
United States,North America,2001,Land Use,N2O,39.784
South Korea,Asia,2016,Manufacturing,Sf6,12.074
United Kingdom,Europe,2002,Land Use,Ch4,0.905
Brazil,South America,2015,Buildings,N2O,0.938
South Korea,Asia,2005,Land Use,Co2,2.972
China,Asia,2023,Agriculture,Ch4,123.526
China,Asia,2017,Agriculture,Ch4,123.526
United Kingdom,Europe,2000,Agriculture,Ch4,23.745
Brazil,South America,2015,Energy,Sf6,3.625
United States,North America,2023,Waste,Sf6,1.348
Mexico,North America,2012,Transport,N2O,13.46
South Africa,Africa,2007,Waste,Ch4,16.087
,Asia,2001,Energy,Sf6,7.128
Germany,Europe,2002,Manufacturing,Sf6,7.583
Canada,North America,2009,Waste,Hfcs,0.286
Germany,Europe,2011,Industrial Processes,Sf6,1.927
Russia,Europe,2002,Transport,Co2,123.526
Germany,Europe,2003,Transport,Sf6,1.481
Mexico,North America,2013,Land Use,Co2,6.351
United Kingdom,Europe,2000,Buildings,Co2,45.475
Mexico,North America,2001,Energy,Ch4,30.681
,North America,2018,Industrial Processes,Hfcs,7.128
Brazil,South America,2013,Waste,Hfcs,0.401
Germany,Europe,2007,Industrial Processes,Sf6,2.105
Russia,Europe,2005,Agriculture,N2O,58.151
France,Europe,2020,Energy,Sf6,1.25
South Korea,Asia,2006,Land Use,Sf6,0.1
Japan,Asia,2018,Industrial Processes,Co2,4.492
Germany,Europe,2003,Buildings,N2O,10.076
United Kingdom,Europe,2000,Land Use,N2O,1.476
Canada,North America,2005,Buildings,Co2,55.292
United States,North America,2011,Energy,Sf6,35.282
Russia,Europe,2007,Industrial Processes,Co2,8.821
Australia,Oceania,2013,Energy,Ch4,41.959
Indonesia,Asia,2008,Manufacturing,Hfcs,8.162
Australia,Oceania,2020,Agriculture,N2O,21.916
United States,North America,2000,Transport,Sf6,16.736
Brazil,South America,2019,Buildings,Hfcs,1.356
India,Asia,2023,Energy,Hfcs,69.539
India,Asia,2023,Agriculture,Ch4,123.526
Indonesia,Asia,2011,Manufacturing,Sf6,4.048
Indonesia,Asia,2021,Manufacturing,Sf6,5.948
Brazil,South America,2004,Industrial Processes,Ch4,0.45
United Kingdom,Europe,2017,Manufacturing,Co2,28.665
Indonesia,Asia,2002,Transport,Sf6,0.99
Germany,Europe,2015,Land Use,Ch4,1.275
Australia,Oceania,2020,Waste,Sf6,0.189
Indonesia,Asia,2003,Industrial Processes,Hfcs,2.166
United States,North America,2020,Waste,Sf6,1.373
,Asia,2012,Land Use,Hfcs,7.128
India,Asia,2003,Manufacturing,Sf6,35.178
Canada,North America,2010,Buildings,Hfcs,11.533
Indonesia,Asia,2021,Agriculture,Sf6,2.681
United States,North America,2023,Buildings,N2O,64.487
Germany,Europe,2021,Transport,Ch4,6.276
United Kingdom,Europe,2005,Industrial Processes,Hfcs,1.028
South Korea,Asia,2010,Agriculture,Co2,3.991
Japan,Asia,2003,Energy,N2O,23.507
Canada,North America,2001,Waste,Co2,6.328
South Africa,Africa,2021,Land Use,Hfcs,0.439
China,Asia,2001,Industrial Processes,Co2,123.526
India,Asia,2010,Waste,Co2,60.843
Brazil,South America,2017,Transport,N2O,14.391
South Korea,Asia,2018,Land Use,Co2,3.032
South Korea,Asia,2023,Buildings,N2O,9.158
Germany,Europe,2018,Waste,Ch4,13.119
South Africa,Africa,2014,Energy,N2O,12.654
Australia,Oceania,2018,Energy,Hfcs,5.915
Australia,Oceania,2010,Manufacturing,Hfcs,4.872
Mexico,North America,2008,Manufacturing,N2O,7.814
United States,North America,2014,Land Use,Hfcs,4.426
Brazil,South America,2002,Land Use,Sf6,2.255
South Korea,Asia,2018,Land Use,N2O,2.767
Indonesia,Asia,2014,Manufacturing,Ch4,8.576
South Africa,Africa,2018,Land Use,Ch4,1.953
France,Europe,2007,Industrial Processes,Ch4,0.183
Japan,Asia,2022,Manufacturing,Co2,123.526
Russia,Europe,2001,Buildings,Ch4,21.277
United Kingdom,Europe,2001,Industrial Processes,Ch4,0.235
United Kingdom,Europe,2002,Waste,Sf6,0.129
Canada,North America,2016,Buildings,Ch4,11.811
Mexico,North America,2000,Transport,N2O,10.717
United States,North America,2016,Buildings,Co2,123.526
South Korea,Asia,2005,Waste,Co2,4.532
United Kingdom,Europe,2016,Energy,Co2,59.256
Indonesia,Asia,2006,Land Use,N2O,70.055
Canada,North America,2001,Buildings,N2O,8.959
Mexico,North America,2007,Transport,Hfcs,4.782
South Africa,Africa,2018,Transport,Co2,50.188
United States,North America,2016,Transport,Sf6,14.396
Russia,Europe,2005,Manufacturing,Ch4,38.17
India,Asia,2012,Manufacturing,Co2,123.526
United Kingdom,Europe,2014,,N2O,7.128
India,Asia,2002,Manufacturing,N2O,71.805
Russia,Europe,2002,Agriculture,Ch4,103.446
South Africa,Africa,2020,Manufacturing,Ch4,6.682
Russia,Europe,2009,Transport,Ch4,12.809
China,Asia,2003,Energy,Sf6,64.554
United States,North America,2003,Waste,Ch4,103.053
United States,North America,2021,Agriculture,Sf6,4.243
Mexico,North America,2021,Transport,Co2,109.627
Australia,Oceania,2003,Land Use,Co2,6.418
India,Asia,2005,Energy,Hfcs,34.459
South Africa,Africa,2005,Buildings,N2O,2.003
South Africa,Africa,2014,Land Use,Sf6,0.104
United Kingdom,Europe,2019,Industrial Processes,Hfcs,0.696
Australia,Oceania,2008,Agriculture,Co2,7.63
South Africa,Africa,2015,Buildings,N2O,2.074
India,Asia,2006,Industrial Processes,N2O,91.07
Germany,Europe,2005,Agriculture,Ch4,36.878
United States,North America,2006,Manufacturing,Ch4,63.257
South Korea,Asia,2000,Buildings,Ch4,10.141
China,Asia,2018,Transport,Co2,123.526
China,Asia,2020,Transport,Hfcs,121.303
France,Europe,2008,Manufacturing,Co2,11.148
United Kingdom,Europe,2013,Transport,Sf6,0.866
Japan,Asia,2002,Waste,Ch4,22.656
United Kingdom,Europe,2013,Buildings,Sf6,0.561
Mexico,North America,2016,Buildings,Ch4,7.333
Germany,Europe,2003,Energy,,7.128
France,Europe,2017,Land Use,Co2,1.165
India,Asia,2018,Land Use,Ch4,38.353
United States,North America,2020,Energy,Sf6,27.574
United Kingdom,Europe,2019,Land Use,Sf6,0.1
China,Asia,2015,Transport,N2O,123.526
Indonesia,Asia,2013,Land Use,Ch4,43.513
Australia,Oceania,2019,Manufacturing,Co2,31.44
Russia,Europe,2008,Manufacturing,N2O,32.345
Japan,Asia,2023,Manufacturing,N2O,19.251
India,Asia,2003,Agriculture,Hfcs,33.258
Russia,Europe,2007,Energy,Sf6,16.374
United Kingdom,Europe,2020,Industrial Processes,N2O,0.252
France,Europe,2014,Buildings,N2O,5.596
Mexico,North America,2011,Agriculture,Sf6,0.769
United States,North America,2017,Manufacturing,N2O,58.803
South Korea,Asia,2009,Waste,Sf6,0.228
Australia,Oceania,2000,Energy,Sf6,4.023
India,Asia,2019,Land Use,Co2,84.274
Mexico,North America,2021,Agriculture,Co2,8.176
Canada,North America,2020,Waste,Sf6,0.261
Germany,Europe,2010,Waste,Ch4,16.06
Brazil,South America,2023,Industrial Processes,Co2,4.799
China,Asia,2010,Buildings,N2O,110.674
Japan,Asia,2012,Industrial Processes,Ch4,0.501
Australia,Oceania,2005,Transport,Sf6,0.899
India,Asia,2023,Transport,Co2,123.526
Germany,Europe,2005,Waste,Ch4,16.317
Mexico,North America,2008,Transport,N2O,12.123
Japan,Asia,2011,Energy,Sf6,8.698
United States,North America,2001,Energy,Ch4,123.526
Germany,Europe,2008,Industrial Processes,Hfcs,3.372
India,Asia,2012,Manufacturing,Hfcs,88.053
Russia,Europe,2017,Manufacturing,Co2,123.526
Canada,North America,2000,Transport,Ch4,9.131
Germany,Europe,2000,Transport,N2O,16.159
United States,North America,2000,Energy,Ch4,123.526
Australia,Oceania,2017,Transport,Sf6,0.977
United Kingdom,Europe,2013,Agriculture,Co2,3.494
China,Asia,2018,Industrial Processes,N2O,61.1
Japan,Asia,2012,Land Use,Hfcs,0.1
India,Asia,2009,Energy,Sf6,23.664
Australia,Oceania,2011,Buildings,Hfcs,5.182
Japan,Asia,2000,Waste,N2O,6.135
Mexico,North America,2009,Industrial Processes,N2O,0.507
China,Asia,2020,Transport,N2O,123.526
Germany,Europe,2001,Waste,N2O,5.472
Canada,North America,2007,Buildings,Hfcs,12.735
India,Asia,2000,Industrial Processes,Ch4,3.58
United Kingdom,Europe,2008,Land Use,N2O,1.263
Indonesia,Asia,2008,Manufacturing,N2O,7.619
India,Asia,2012,Energy,N2O,72.972
South Africa,Africa,2000,Manufacturing,Co2,46.006
United States,North America,2002,Land Use,Hfcs,4.342
Brazil,South America,2019,Energy,Sf6,3.508
Indonesia,Asia,2021,,N2O,7.128
Mexico,North America,2004,Manufacturing,Co2,43.516
South Korea,Asia,2010,Manufacturing,Co2,123.526
France,Europe,2006,Industrial Processes,Ch4,0.191
Indonesia,Asia,2016,Industrial Processes,Ch4,0.623
Mexico,North America,2003,Land Use,Hfcs,0.597
Indonesia,Asia,2002,Manufacturing,N2O,6.226
United States,North America,2001,Energy,Hfcs,59.143
Canada,North America,2023,Manufacturing,Hfcs,6.659
Canada,North America,2021,Transport,Ch4,9.365
South Africa,Africa,2006,Land Use,Ch4,1.868
Japan,Asia,2014,Transport,Hfcs,8.46
Indonesia,Asia,2005,Waste,N2O,7.55
Brazil,South America,2013,Transport,Sf6,1.387
United Kingdom,Europe,2001,Land Use,Ch4,0.905
Mexico,North America,2008,Transport,Ch4,5.975
Australia,Oceania,2015,Manufacturing,N2O,4.879
United States,North America,2000,Waste,Co2,35.974
United Kingdom,Europe,2021,Energy,Hfcs,2.485
Brazil,South America,2010,Transport,Sf6,1.286
France,Europe,2014,Manufacturing,Co2,10.013
Canada,North America,2016,Buildings,Sf6,0.856
United Kingdom,Europe,2013,Energy,Sf6,1.689
Mexico,North America,2020,Transport,Co2,112.226
South Africa,Africa,2004,Waste,N2O,4.083
India,Asia,2013,Buildings,N2O,50.237
China,Asia,2006,Waste,Hfcs,6.184
South Korea,Asia,2007,Energy,N2O,11.875
Russia,Europe,2017,Buildings,Co2,79.602
China,Asia,2001,Land Use,Ch4,79.189
Indonesia,Asia,2018,Industrial Processes,Co2,5.517
France,Europe,2016,Energy,Sf6,1.604
India,Asia,2022,Buildings,Ch4,96.342
Mexico,North America,2014,Transport,Hfcs,5.705
China,Asia,2014,Waste,Sf6,8.176
United Kingdom,Europe,2013,Industrial Processes,Hfcs,0.861
South Africa,Africa,2007,Transport,Co2,51.185
France,Europe,2004,Transport,Hfcs,4.445
Mexico,North America,2000,Land Use,Co2,5.595
United Kingdom,Europe,2022,Buildings,Co2,24.35
Russia,Europe,2021,Industrial Processes,Hfcs,4.827
Canada,North America,2003,Transport,Co2,123.526
India,Asia,2002,Waste,Hfcs,2.162
Australia,Oceania,2005,Waste,Sf6,0.197
