country,region,year,industry,gas_type,emissions_mt
France,Europe,2004,Energy,N2O,4.694
Indonesia,Asia,2006,Land Use,HFCs,7.045
Japan,Asia,2001,Waste,N2O,6.042
South Korea,Asia,2020,Transport,CH4,6.088
United States,North America,2001,Manufacturing,N2O,72.055
Canada,North America,2019,Buildings,CH4,12.927
South Africa,Africa,2023,Industrial Processes,N2O,0.498
France,Europe,2012,Manufacturing,N2O,1.807
India,Asia,2000,Transport,HFCs,20.046
China,Asia,2008,Land Use,CO2,219.081
South Korea,Asia,2016,Buildings,CH4,12.48
China,Asia,2005,Buildings,HFCs,133.381
Brazil,South America,2006,Land Use,CO2,96.267
South Africa,Africa,2003,Industrial Processes,CO2,2.161
Mexico,North America,2016,Waste,SF6,0.293
Australia,Oceania,2011,Transport,CO2,69.34
India,Asia,2014,Buildings,CO2,321.965
South Korea,Asia,2017,Land Use,CO2,3.406
Australia,Oceania,2017,Industrial Processes,CH4,0.545
China,Asia,2014,Energy,SF6,101.417
United States,North America,2015,Buildings,N2O,68.099
Japan,Asia,2018,Waste,CO2,5.4
India,Asia,2006,Manufacturing,CO2,530.526
United Kingdom,Europe,2000,Waste,N2O,2.575
South Africa,Africa,2020,Energy,CH4,50.292
Germany,Europe,2002,Agriculture,HFCs,2.643
Indonesia,Asia,2001,Industrial Processes,N2O,0.772
India,Asia,2019,Waste,N2O,69.945
South Africa,Africa,2023,Transport,CO2,51.374
Australia,Oceania,2019,Energy,CH4,40.178
Japan,Asia,2010,Agriculture,CH4,22.345
South Africa,Africa,2017,Buildings,HFCs,2.911
Australia,Oceania,2007,Agriculture,SF6,0.825
Mexico,North America,2003,Agriculture,HFCs,2.671
Russia,Europe,2016,Manufacturing,CO2,
South Korea,Asia,2004.0,Agriculture,SF6,0.345
United Kingdom,Europe,2018,Waste,N2O,1.646
India,Asia,2011,Industrial Processes,N2O,9.444
Russia,Europe,2021,Manufacturing,SF6,17.794
France,Europe,2019,Industrial Processes,SF6,0.453
China,Asia,2020,Buildings,CH4,225.148
India,Asia,2003.0,Buildings,HFCs,48.576
Indonesia,Asia,2021,Waste,,0.672
Indonesia,Asia,2014,Agriculture,CO2,19.608
China,Asia,2002,Energy,CH4,661.762
Japan,Asia,2015,Manufacturing,SF6,10.698
Australia,Oceania,2023,Land Use,N2O,5.707
South Africa,Africa,2000,Land Use,N2O,3.226
United Kingdom,Europe,2010,Transport,CO2,76.916
India,Asia,2019,Manufacturing,N2O,117.472
China,Asia,2020,Land Use,CH4,161.779
Germany,Europe,2018,Agriculture,SF6,0.521
Russia,Europe,2023,Waste,CH4,33.417
Brazil,South America,2004,Energy,SF6,3.209
United Kingdom,Europe,2020,Energy,CO2,46.84
United States,North America,2010,Industrial Processes,N2O,5.208
France,Europe,2006,Land Use,SF6,0.1
India,Asia,2022,Land Use,HFCs,8.65
United Kingdom,Europe,2000,Buildings,SF6,0.751
South Africa,Africa,2002,Energy,HFCs,7.381
South Africa,Africa,2010,Waste,CH4,15.86
Australia,Oceania,2002,Manufacturing,SF6,2.546
Mexico,North America,2009,Waste,CO2,5.155
South Korea,Asia,2010,Agriculture,CH4,20.557
China,Asia,2001,Transport,HFCs,62.866
Australia,Oceania,2006,Transport,CO2,75.08
Canada,North America,2004,Transport,CO2,157.178
Australia,Oceania,2012,Waste,HFCs,0.202
Brazil,South America,2018,Land Use,N2O,95.92
France,Europe,2013,Buildings,N2O,6.225
Canada,North America,2005,Energy,CH4,47.502
France,Europe,2008,Land Use,N2O,1.211
Brazil,South America,2014,Industrial Processes,N2O,0.999
Germany,Europe,2006,Manufacturing,CO2,91.617
India,Asia,2019,Transport,SF6,9.276
,North America,2005,Waste,SF6,1.769
United Kingdom,Europe,2016,Manufacturing,CH4,4.261
Japan,Asia,2001,Transport,CO2,186.425
Japan,Asia,2010,Agriculture,CO2,4.559
Germany,Europe,2003,Land Use,CO2,
India,Asia,2011,Agriculture,HFCs,40.421
France,Europe,2003,Land Use,HFCs,0.166
Japan,Asia,2021,Industrial Processes,CH4,0.49
South Africa,Africa,2023,Land Use,HFCs,0.44
India,Asia,2020,Industrial Processes,HFCs,33.46
,Europe,2000,Industrial Processes,SF6,0.623
Brazil,South America,2021,Transport,N2O,15.582
Australia,Oceania,2020,Agriculture,HFCs,2.943
France,Europe,2015,Energy,SF6,1.493
India,Asia,2014,Transport,HFCs,32.177
South Korea,Asia,2008,Agriculture,HFCs,1.399
South Korea,Asia,2021,Buildings,CO2,56.21
South Korea,Asia,2002,Land Use,HFCs,0.274
Germany,Europe,2001,Energy,CO2,164.704
Mexico,North America,2003,Buildings,SF6,0.432
Indonesia,Asia,2019,Manufacturing,SF6,5.02
Canada,North America,2006,Land Use,SF6,0.156
Japan,Asia,2003,Agriculture,SF6,0.462
Mexico,North America,2021,Land Use,CH4,3.55
South Korea,Asia,2000,Agriculture,CH4,18.965
India,Asia,2007,Transport,SF6,6.644
Japan,Asia,2010,Industrial Processes,CO2,4.409
Germany,Europe,2002,Waste,CO2,5.671
France,Europe,2022,Land Use,SF6,0.1
Indonesia,Asia,2016,,SF6,1.394
India,Asia,2006,Energy,SF6,23.983
Russia,Europe,2000,Transport,CH4,14.016
Australia,Oceania,2014,Industrial Processes,SF6,1.589
United Kingdom,Europe,2022,Buildings,CH4,6.076
China,Asia,2012,Industrial Processes,CH4,23.541
France,Europe,2019,Transport,N2O,8.372
South Korea,Asia,2009,Waste,N2O,3.672
Japan,Asia,2021,Waste,CH4,18.0
China,Asia,2004,Agriculture,N2O,351.637
China,Asia,2015,Industrial Processes,SF6,79.451
Canada,North America,2011,Buildings,CH4,12.591
Australia,Oceania,2003,Manufacturing,N2O,4.813
Mexico,North America,2002,Industrial Processes,HFCs,
Canada,North America,2013,Manufacturing,CO2,46.057
Japan,Asia,2006,Waste,CO2,6.2
United States,North America,2004,Buildings,HFCs,106.0
United Kingdom,Europe,2021,Agriculture,CO2,
Indonesia,Asia,2020,Manufacturing,N2O,9.754
Indonesia,Asia,2016,Manufacturing,CH4,8.799
South Africa,Africa,2009,Energy,CO2,168.576
United States,North America,2021,Land Use,N2O,35.835
Australia,Oceania,2019,Waste,N2O,3.945
South Korea,Asia,2023,Energy,HFCs,9.081
Russia,Europe,2020,Transport,CH4,13.103
Brazil,South America,2011,Waste,N2O,7.624
Japan,Asia,2022,Buildings,CO2,53.394
France,Europe,2011,Agriculture,HFCs,
Mexico,North America,2016,Industrial Processes,SF6,0.796
Germany,Europe,2017,Manufacturing,N2O,11.559
Russia,Europe,2015,Industrial Processes,CO2,9.206
Australia,Oceania,2018,Manufacturing,CO2,32.325
China,Asia,2020,Land Use,SF6,8.149
India,Asia,2014,Transport,CH4,39.553
France,Europe,2007,Manufacturing,N2O,1.741
South Korea,Asia,2015,Transport,SF6,1.302
,Oceania,2006,Manufacturing,HFCs,4.716
South Korea,Asia,2008.0,Waste,CO2,4.327
Mexico,North America,2008,Waste,N2O,
Australia,Oceania,2009,Land Use,SF6,0.143
Japan,Asia,2016.0,Waste,N2O,5.648
United Kingdom,Europe,2000,Waste,CO2,2.627
China,Asia,2001,Waste,CO2,104.71
France,Europe,2004,Agriculture,SF6,0.688
United Kingdom,Europe,2007,Land Use,N2O,1.234
United Kingdom,Europe,2006,Industrial Processes,HFCs,1.001
India,Asia,2002,Buildings,SF6,3.331
United States,North America,2022,Land Use,N2O,33.7
China,Asia,2008,Land Use,SF6,5.098
Japan,Asia,2014,Energy,CO2,288.438
United States,North America,2020,Transport,N2O,127.299
Indonesia,Asia,2016,Buildings,SF6,0.111
South Africa,Africa,2015,Waste,N2O,4.525
Brazil,South America,2016,Transport,CO2,121.626
Germany,Europe,2023,Energy,N2O,7.847
United States,North America,2005,Energy,SF6,34.536
Indonesia,Asia,2006,Buildings,CH4,1.405
South Korea,Asia,2020,Energy,CH4,54.694
Russia,Europe,2012,Industrial Processes,CO2,9.37
United Kingdom,Europe,2018,Energy,SF6,1.521
Canada,North America,2008,Agriculture,CH4,39.801
Germany,Europe,2018,Transport,HFCs,4.191
Russia,Europe,2006,Transport,N2O,25.657
Mexico,North America,2009,Industrial Processes,SF6,0.705
China,Asia,2007,Waste,SF6,6.338
Australia,Oceania,2006,Energy,CH4,40.113
United Kingdom,Europe,2008,Energy,HFCs,3.143
South Africa,Africa,2005,Waste,N2O,4.277
South Korea,Asia,2015,Energy,HFCs,8.3
Germany,Europe,2012,Land Use,SF6,0.1
South Korea,Asia,2019,Energy,HFCs,8.935
United Kingdom,Europe,2001,Transport,N2O,11.464
South Korea,Asia,2001,Land Use,CO2,2.495
Russia,Europe,2017,Waste,N2O,10.693
Indonesia,Asia,2015,Waste,N2O,9.618
India,Asia,2016,Buildings,HFCs,75.849
Canada,North America,2011,Agriculture,HFCs,2.953
India,Asia,2021,Agriculture,CO2,139.761
Japan,Asia,2000,Agriculture,N2O,13.278
United Kingdom,Europe,2021,Buildings,HFCs,6.976
United Kingdom,Europe,2007,Manufacturing,CH4,5.461
Japan,Asia,2007,Transport,N2O,20.509
China,Asia,2008,Energy,SF6,88.09
Japan,Asia,2009,Agriculture,CH4,22.494
Japan,Asia,2021,Transport,HFCs,7.904
Canada,North America,2000,Buildings,HFCs,13.329
Russia,Europe,2008,Transport,SF6,
,Oceania,2009,Waste,CO2,3.756
Germany,Europe,2001,Waste,CO2,6.256
Indonesia,Asia,2011,Industrial Processes,CO2,
United States,North America,2008,Agriculture,N2O,151.1
Japan,Asia,2020,Industrial Processes,HFCs,2.022
,Africa,2013,Industrial Processes,CO2,2.277
South Korea,Asia,2014,Agriculture,CO2,4.273
United Kingdom,Europe,2006,Industrial Processes,N2O,0.379
India,Asia,2011,Manufacturing,SF6,48.185
United Kingdom,Europe,2013.0,Energy,N2O,4.817
Australia,Oceania,2014,Transport,SF6,0.938
Russia,Europe,2018,Land Use,SF6,0.354
Germany,Europe,2008,Transport,SF6,1.273
Indonesia,Asia,2003,Waste,HFCs,0.444
Brazil,South America,2022,Manufacturing,HFCs,7.069
Indonesia,Asia,2021,Transport,,1.768
South Africa,Africa,2020,Waste,N2O,4.127
,Europe,2013,Waste,HFCs,0.611
Germany,Europe,2014,Buildings,CH4,13.586
,North America,2003,Buildings,CH4,122.046
South Korea,Asia,2021,Agriculture,SF6,0.465
South Africa,Africa,2016,Energy,CH4,52.308
South Africa,Africa,2010,Land Use,HFCs,0.428
Russia,Europe,2009,Agriculture,CO2,18.394
Germany,Europe,2014,Transport,SF6,1.216
Germany,Europe,2007,Buildings,CO2,56.87
Russia,Europe,2016,Industrial Processes,N2O,1.902
China,Asia,2017,Waste,SF6,10.022
China,Asia,2002,Industrial Processes,HFCs,86.215
India,Asia,2002,Buildings,N2O,36.102
Germany,Europe,2018,Industrial Processes,HFCs,2.738
Canada,North America,2003,Land Use,SF6,0.156
Brazil,South America,2009,Agriculture,CO2,
Canada,North America,2004,Energy,HFCs,7.676
Mexico,North America,2003,Energy,SF6,3.12
South Korea,Asia,2010,Manufacturing,N2O,20.078
South Africa,Africa,2014,Agriculture,CH4,42.244
United Kingdom,Europe,2020,Waste,HFCs,0.1
Australia,Oceania,2010.0,Land Use,CO2,6.5
Japan,Asia,2010,Waste,N2O,6.096
United Kingdom,Europe,2018,Transport,SF6,0.786
Brazil,South America,2021,Transport,CH4,7.286
Germany,Europe,2021,Energy,CH4,31.348
Indonesia,Asia,2005,Industrial Processes,SF6,1.36
South Africa,Africa,2006,Transport,CO2,45.044
Japan,Asia,2005,Energy,HFCs,13.209
South Africa,Africa,2003,Industrial Processes,CH4,0.246
Canada,North America,2016,Industrial Processes,SF6,1.993
Indonesia,Asia,2015,Manufacturing,CH4,9.659
Germany,Europe,2010,Land Use,HFCs,0.261
Japan,Asia,2023,Manufacturing,SF6,9.929
Indonesia,Asia,2017,Buildings,N2O,1.158
Australia,Oceania,2005,Transport,CO2,75.428
Mexico,North America,2021,Energy,N2O,9.334
Japan,Asia,2016,Land Use,CO2,0.1
Brazil,South America,2001,Manufacturing,CH4,5.965
United States,North America,2004,Industrial Processes,HFCs,15.266
France,Europe,2001,Land Use,CH4,0.857
South Korea,Asia,2023,Land Use,CO2,3.764
China,Asia,2002,Transport,N2O,165.811
Mexico,North America,2000,Buildings,CO2,27.192
Russia,Europe,2012,Buildings,N2O,
,North America,2021,Buildings,N2O,5.367
Australia,Oceania,2023,Land Use,SF6,0.151
China,Asia,2010,Energy,HFCs,140.181
South Africa,Africa,2017,Industrial Processes,HFCs,1.382
Russia,Europe,2011,Land Use,CO2,14.774
Indonesia,Asia,2014,Land Use,CO2,84.803
Mexico,North America,2016,Agriculture,N2O,24.068
United Kingdom,Europe,2016,Energy,N2O,4.185
Brazil,South America,2015,Manufacturing,HFCs,7.631
India,Asia,2008,Energy,CH4,238.879
United Kingdom,Europe,2019,Energy,CO2,57.836
Brazil,South America,2019,Land Use,N2O,92.878
France,Europe,2016,Transport,CO2,80.389
Australia,Oceania,2022,Buildings,N2O,3.568
Brazil,South America,2013,Land Use,CO2,97.615
United States,North America,2001,Waste,N2O,33.844
South Africa,Africa,2016,Industrial Processes,CH4,0.254
Russia,Europe,2023,Energy,HFCs,27.147
Japan,Asia,2017,Industrial Processes,N2O,1.019
India,Asia,2012,Industrial Processes,CH4,5.192
Germany,Europe,2021,Transport,SF6,1.172
United Kingdom,Europe,2005,Buildings,CO2,41.325
Japan,Asia,2012.0,Manufacturing,HFCs,22.578
United States,North America,2007,Industrial Processes,HFCs,13.181
Indonesia,Asia,2021,Land Use,CH4,59.838
Canada,North America,2003,,CH4,7.539
India,Asia,2003,Energy,N2O,54.53
Australia,Oceania,2018,Waste,CO2,4.396
Brazil,South America,2022,Agriculture,SF6,3.083
Brazil,South America,2007,Land Use,SF6,2.306
Japan,Asia,2008,Industrial Processes,N2O,1.134
United States,North America,2011,Waste,CO2,34.631
Japan,Asia,2005,Waste,N2O,5.664
Japan,Asia,2012,Energy,CH4,82.857
Australia,Oceania,2007,Buildings,CO2,21.168
United States,North America,2013,Buildings,N2O,63.252
South Africa,Africa,2018,Transport,SF6,0.615
Indonesia,Asia,2023,Manufacturing,SF6,5.456
Indonesia,Asia,2009,Land Use,HFCs,8.018
South Korea,Asia,2001,Buildings,CH4,9.364
Mexico,North America,2013,Industrial Processes,HFCs,1.395
Brazil,South America,2007,Buildings,SF6,0.1
China,Asia,2016,Industrial Processes,HFCs,151.025
South Korea,Asia,2010,Manufacturing,HFCs,20.922
,South America,2002,Agriculture,CH4,161.985
United Kingdom,Europe,2012,Waste,CO2,1.904
Japan,Asia,2011,Waste,CO2,6.317
South Africa,Africa,2016,Industrial Processes,SF6,0.721
Australia,Oceania,2010,Energy,SF6,4.052
Japan,Asia,2006,Agriculture,HFCs,1.667
Japan,Asia,2010,Manufacturing,CO2,154.718
United States,North America,2022,Agriculture,CO2,41.805
Brazil,South America,2019,Energy,N2O,9.865
United States,North America,2002,Land Use,CO2,45.512
Canada,North America,2019,Transport,HFCs,6.927
Canada,North America,2001,Buildings,SF6,0.928
United Kingdom,Europe,2010,Industrial Processes,CH4,0.186
India,Asia,2014,Energy,CO2,1070.586
Indonesia,Asia,2014,Transport,SF6,1.367
Russia,Europe,2012,Land Use,N2O,14.343
United States,North America,2003,Manufacturing,SF6,34.093
Japan,Asia,2017,Energy,SF6,8.06
Australia,Oceania,2004,Land Use,SF6,0.162
France,Europe,2017,Waste,HFCs,0.1
China,Asia,2010,Manufacturing,HFCs,380.276
South Africa,Africa,2014,,HFCs,2.471
Brazil,South America,2001,Manufacturing,SF6,3.174
Canada,North America,2018,Transport,HFCs,7.018
India,Asia,2000,Waste,N2O,35.668
Mexico,North America,2005,Energy,SF6,3.037
Russia,Europe,2011,Manufacturing,CH4,37.105
India,Asia,2009,Manufacturing,SF6,39.315
Australia,Oceania,2006,Agriculture,CO2,7.802
Australia,Oceania,2006,Agriculture,HFCs,3.235
South Africa,Africa,2019,Buildings,HFCs,2.964
China,Asia,2005,Transport,HFCs,67.218
Australia,Oceania,2002,Buildings,N2O,3.476
Russia,Europe,2020,Energy,N2O,41.129
Australia,Oceania,2015,Energy,HFCs,6.384
South Korea,Asia,2002,Buildings,CO2,39.893
South Africa,Africa,2017,Agriculture,HFCs,
China,Asia,2013,Transport,HFCs,92.813
Japan,Asia,2013,Transport,SF6,2.055
China,Asia,2019,Manufacturing,SF6,269.304
China,Asia,2018,Energy,N2O,282.796
Indonesia,Asia,2013,Industrial Processes,CO2,5.261
Indonesia,Asia,2003,Transport,N2O,10.178
United States,North America,2022,Buildings,CO2,391.757
Indonesia,Asia,2020,Manufacturing,SF6,4.604
South Africa,Africa,2011,Waste,N2O,4.225
Indonesia,Asia,2020,Energy,CH4,91.748
Mexico,North America,2017,Industrial Processes,HFCs,1.386
India,Asia,2001,Land Use,N2O,38.707
India,Asia,2010,Agriculture,N2O,301.145
United Kingdom,Europe,2003.0,Energy,N2O,6.039
Brazil,South America,2014,Manufacturing,SF6,3.401
United Kingdom,Europe,2000,Manufacturing,CH4,6.489
,Asia,2007,Manufacturing,HFCs,84.934
Brazil,South America,2008,Industrial Processes,N2O,1.034
Russia,Europe,2014,Manufacturing,SF6,17.669
Australia,Oceania,2017,Waste,SF6,0.219
Brazil,South America,2020,Transport,N2O,13.875
France,Europe,2009,Manufacturing,HFCs,1.549
France,Europe,2022,Waste,SF6,0.1
Mexico,North America,2011,Energy,N2O,7.938
Australia,Oceania,2010,Agriculture,HFCs,3.168
Japan,Asia,2017,Agriculture,N2O,11.856
South Korea,Asia,2018,Agriculture,N2O,12.441
Germany,Europe,2016,Industrial Processes,HFCs,2.755
South Korea,Asia,2001,Buildings,CO2,40.242
Japan,Asia,2008,Manufacturing,HFCs,24.672
Canada,North America,2000,Industrial Processes,CO2,6.696
Indonesia,Asia,2022,Agriculture,HFCs,10.665
Indonesia,Asia,2014,Industrial Processes,HFCs,2.957
China,Asia,2006,Manufacturing,N2O,326.251
France,Europe,2012,Buildings,CO2,37.964
France,Europe,2010,Manufacturing,N2O,1.818
Mexico,North America,2001.0,Agriculture,SF6,0.641
Mexico,North America,2022,Energy,CO2,120.597
Canada,North America,2005,Agriculture,CH4,37.613
Australia,Oceania,2016,Waste,SF6,0.202
Mexico,North America,2009,Energy,HFCs,4.192
Russia,Europe,2018,Waste,CO2,10.938
China,Asia,2017,Buildings,N2O,151.758
Russia,Europe,2007,Waste,SF6,0.615
China,Asia,2012,Buildings,HFCs,188.319
South Korea,Asia,2005,Manufacturing,CO2,134.554
Mexico,North America,2008,Land Use,CO2,6.09
Japan,Asia,2016,Energy,CH4,75.562
India,Asia,2015,Industrial Processes,CH4,5.885
China,Asia,2021,Transport,HFCs,142.245
India,Asia,2008,Transport,HFCs,26.218
Japan,Asia,2020,Manufacturing,CH4,20.449
China,Asia,2009,Agriculture,N2O,375.329
Mexico,North America,2010,Transport,CH4,6.199
Japan,Asia,2012,Industrial Processes,N2O,11.14
United Kingdom,Europe,2017,Land Use,CO2,1.26
Japan,Asia,2017,Transport,N2O,20.055
Japan,Asia,2012.0,Buildings,HFCs,15.449
Germany,Europe,2005.0,Agriculture,N2O,20.535
Germany,Europe,2002,Manufacturing,N2O,14.531
Brazil,South America,2012,Agriculture,N2O,86.81
South Africa,Africa,2023,Land Use,CH4,2.268
,Africa,2002,Agriculture,CH4,36.759
Indonesia,Asia,2008,Waste,CH4,
United Kingdom,Europe,2020,Transport,N2O,6.653
Germany,Europe,2005,Industrial Processes,CH4,0.715
United States,North America,2000,Industrial Processes,N2O,5.651
Germany,Europe,2012,Agriculture,N2O,16.787
South Korea,Asia,2003,Energy,HFCs,6.926
United States,North America,2005,Manufacturing,CH4,71.537
South Africa,Africa,2016,Agriculture,HFCs,3.13
China,Asia,2013,Land Use,CH4,140.712
Japan,Asia,2001,Energy,CO2,356.17
Germany,Europe,2013,Agriculture,N2O,15.418
Russia,Europe,2015,Manufacturing,N2O,36.539
South Korea,Asia,2011,Transport,SF6,1.173
Canada,North America,2013,Industrial Processes,N2O,1.314
Canada,North America,2022,Waste,CH4,17.126
United Kingdom,Europe,2006,Manufacturing,HFCs,5.267
Indonesia,Asia,2014,Buildings,N2O,1.217
Indonesia,Asia,2017,Waste,N2O,10.224
Japan,Asia,2009,Manufacturing,CH4,23.633
Brazil,South America,2001,Waste,SF6,0.365
Brazil,South America,2007,Buildings,N2O,0.95
France,Europe,2023,Industrial Processes,SF6,0.438
South Africa,Africa,2013,Energy,SF6,5.128
Canada,North America,2001,Manufacturing,CO2,46.855
Russia,Europe,2017,Waste,HFCs,0.536
Indonesia,Asia,2011,Land Use,HFCs,7.776
France,Europe,2001,Waste,HFCs,0.118
China,Asia,2017,Agriculture,HFCs,74.705
India,Asia,2015,Agriculture,HFCs,43.264
Japan,Asia,2005,Agriculture,CH4,25.675
Russia,Europe,2014,Energy,HFCs,27.941
United States,North America,2000,Buildings,N2O,73.09
Canada,North America,2020,Agriculture,SF6,0.665
Brazil,South America,2004,Buildings,HFCs,1.38
South Africa,Africa,2006,Buildings,N2O,2.055
Germany,Europe,2009,Buildings,N2O,9.337
China,Asia,2002,Agriculture,CH4,615.177
Japan,Asia,2021,Agriculture,N2O,11.075
India,Asia,2008,Waste,CH4,168.352
South Africa,Africa,2007,Buildings,N2O,2.038
Canada,North America,2021,Buildings,CH4,12.424
Australia,Oceania,2014,Buildings,SF6,0.383
Australia,Oceania,2016,Energy,CH4,44.226
China,Asia,2006,Buildings,CH4,163.744
South Africa,Africa,2001,Manufacturing,N2O,6.315
Russia,Europe,2011,Manufacturing,N2O,36.271
Japan,Asia,2017,Manufacturing,N2O,22.84
Mexico,North America,2004,Waste,HFCs,0.243
Germany,Europe,2004,Manufacturing,CH4,15.67
Russia,Europe,2018,Waste,CH4,31.38
Australia,Oceania,2006.0,Manufacturing,SF6,2.71
China,Asia,2011,Transport,CO2,1979.54
Canada,North America,2000,Land Use,,5.086
Japan,Asia,2007,Land Use,CH4,0.1
Brazil,South America,2005,Transport,CO2,111.569
Russia,Europe,2016,Industrial Processes,CO2,8.748
India,Asia,2006,Land Use,SF6,1.21
Mexico,North America,2016,Manufacturing,HFCs,8.366
Indonesia,Asia,2022,Land Use,CH4,51.115
Russia,Europe,2012,Transport,N2O,26.012
,Europe,2006,Agriculture,N2O,19.095
India,Asia,2023,Waste,N2O,86.844
India,Asia,2015,Transport,CH4,39.146
France,Europe,2013,Agriculture,SF6,0.594
Indonesia,Asia,2006,Waste,HFCs,0.459
South Korea,Asia,2005.0,Manufacturing,N2O,-19.577
Mexico,North America,2014,Waste,CO2,5.607
United States,North America,2005,Transport,HFCs,58.859
Germany,Europe,2007,Buildings,SF6,1.037
Japan,Asia,2008,Waste,SF6,0.308
China,Asia,2002,Energy,SF6,62.933
Russia,Europe,2006,Waste,SF6,0.585
Indonesia,Asia,2018,Agriculture,CO2,23.062
China,Asia,2022,,CO2,4762.686
Canada,North America,2000,Waste,N2O,5.032
Australia,Oceania,2009,Energy,HFCs,5.684
Brazil,South America,2019,Manufacturing,CO2,45.741
United Kingdom,Europe,2020,Industrial Processes,CH4,0.122
Australia,Oceania,2003,Waste,HFCs,0.188
United States,North America,2012,Waste,N2O,28.291
France,Europe,2001,Agriculture,SF6,0.729
Japan,Asia,2021,Energy,CH4,81.443
Brazil,South America,2019,Manufacturing,N2O,7.785
Australia,Oceania,2021,Energy,SF6,4.615
China,Asia,2011,Agriculture,N2O,456.237
Germany,Europe,2012,Transport,CH4,5.798
Germany,Europe,2005,Energy,SF6,4.277
France,Europe,2016,Industrial Processes,N2O,0.333
Germany,Europe,2007,Manufacturing,N2O,13.498
Russia,Europe,2003,Industrial Processes,SF6,2.982
Australia,Oceania,2004,Waste,N2O,
Mexico,North America,2009,Land Use,N2O,5.075
South Korea,Asia,2011,Transport,CH4,5.76
Brazil,South America,2001,Waste,CO2,7.096
Australia,Oceania,2019,Manufacturing,N2O,4.998
China,Asia,2014,Manufacturing,SF6,208.087
Japan,Asia,2010,Industrial Processes,CH4,0.548
Brazil,South America,2020,Agriculture,CH4,149.159
United Kingdom,Europe,2014,Buildings,N2O,5.271
France,Europe,2002,Industrial Processes,SF6,0.587
South Korea,Asia,2010,Waste,SF6,0.236
France,Europe,2003,Buildings,CH4,10.641
Japan,Asia,2019,Waste,N2O,
Indonesia,Asia,2001,Agriculture,HFCs,5.702
India,Asia,2013,Waste,N2O,54.761
Germany,Europe,2007,Industrial Processes,N2O,1.467
Brazil,South America,2014,Waste,SF6,0.416
Australia,Oceania,2006,Buildings,HFCs,5.162
China,Asia,2010,Agriculture,HFCs,59.905
China,Asia,2010,Energy,N2O,222.223
Germany,Europe,2014,Waste,HFCs,0.229
India,Asia,2004,Energy,SF6,22.631
Russia,Europe,2004,Manufacturing,N2O,33.162
France,Europe,2007,Land Use,CO2,1.377
Canada,North America,2008,Buildings,CO2,55.557
China,Asia,2004,Energy,SF6,65.59
Indonesia,Asia,2002,Agriculture,CH4,79.734
United Kingdom,Europe,2010,Manufacturing,N2O,4.688
Mexico,North America,2012,Buildings,N2O,4.551
Germany,Europe,2011,Buildings,N2O,9.334
Australia,Oceania,2020,Transport,CO2,64.612
France,Europe,2020,Manufacturing,CH4,1.411
Russia,Europe,2010,Industrial Processes,N2O,1.787
South Africa,Africa,2001,Energy,CO2,167.135
Germany,Europe,2002,Agriculture,SF6,0.67
Canada,North America,2003,Agriculture,CH4,43.44
United States,North America,2022,Transport,N2O,128.155
France,Europe,2022,Waste,HFCs,0.1
United States,North America,2009,Agriculture,SF6,4.989
Indonesia,Asia,2019,Land Use,CH4,52.627
Mexico,North America,2008,Waste,CH4,16.253
South Africa,Africa,2019,Energy,CH4,53.808
United Kingdom,Europe,2017,Land Use,N2O,1.098
China,Asia,2018,Land Use,HFCs,31.557
Russia,Europe,2004,Buildings,SF6,1.416
Mexico,North America,2020,Industrial Processes,N2O,0.543
Canada,North America,2006,Industrial Processes,N2O,1.551
China,Asia,2017,Waste,CH4,567.76
Russia,Europe,2015,Agriculture,CH4,106.95
United Kingdom,Europe,2008,Industrial Processes,CO2,1.614
Germany,Europe,2018,Agriculture,HFCs,2.085
Indonesia,Asia,2004,Land Use,CH4,33.16
Canada,North America,2008,Agriculture,SF6,0.719
Japan,Asia,2019,Buildings,CO2,53.028
Australia,Oceania,2003,Transport,SF6,0.858
Canada,North America,2003,Energy,CO2,193.019
Russia,Europe,2006,Land Use,,7.541
South Africa,Africa,2012,Manufacturing,SF6,3.774
Brazil,South America,2019,Energy,HFCs,5.371
South Africa,Africa,2004,Agriculture,HFCs,2.581
Russia,Europe,2022.0,Industrial Processes,SF6,2.839
Germany,Europe,2004,Buildings,N2O,10.615
France,Europe,2008,Waste,CO2,2.148
United States,North America,2002,Land Use,SF6,1.268
South Africa,Africa,2017,Industrial Processes,,
United Kingdom,Europe,2011,Industrial Processes,CO2,1.477
Russia,Europe,2013,Industrial Processes,HFCs,5.138
Australia,Oceania,2005,Buildings,CO2,21.23
Mexico,North America,2013,Transport,N2O,14.088
United Kingdom,Europe,2001,Buildings,HFCs,9.672
India,Asia,2012,Waste,SF6,3.37
China,Asia,2006,Transport,CH4,93.808
Russia,Europe,2023,Manufacturing,CO2,221.088
Australia,Oceania,2009,Waste,SF6,0.189
Russia,Europe,2018,Land Use,N2O,13.175
United Kingdom,Europe,2002,Agriculture,CO2,4.598
India,Asia,2008,Buildings,N2O,44.085
India,Asia,2008,Transport,CH4,30.009
China,Asia,2020,Industrial Processes,CO2,271.527
Japan,Asia,2006,Buildings,SF6,1.158
Brazil,South America,2011,Energy,N2O,9.436
China,Asia,2010,Land Use,N2O,211.154
Canada,North America,2019,Land Use,,4.408
United States,North America,2005,Agriculture,HFCs,19.752
South Korea,Asia,2017,Buildings,SF6,0.805
Brazil,South America,2016,Industrial Processes,N2O,0.959
